CASP,Stage,Target,Model,GDT_TS,MQAScore
casp11,stage_2,T0824,T0824TS420_5,20.6,0.125352328
casp11,stage_2,T0824,T0824TS479_2,25.93,0.15350559
casp11,stage_2,T0824,T0824TS216_5,21.76,0.288307323
casp11,stage_2,T0824,T0824TS268_4,21.76,0.426563497
casp11,stage_2,T0824,T0824TS210_5,22.45,0.136044057
casp11,stage_2,T0824,T0824TS300_4,27.32,0.175385455
casp11,stage_2,T0824,T0824TS228_5,26.39,0.227774112
casp11,stage_2,T0824,T0824TS479_1,25.23,0.201576942
casp11,stage_2,T0824,T0824TS038_5,27.78,0.216721519
casp11,stage_2,T0824,T0824TS160_1,18.75,0.131898947
casp11,stage_2,T0824,T0824TS448_4,23.61,0.286930871
casp11,stage_2,T0824,T0824TS160_3,25.46,0.3616907
casp11,stage_2,T0824,T0824TS184_5,21.53,0.313072111
casp11,stage_2,T0824,T0824TS349_3,24.54,0.151848124
casp11,stage_2,T0824,T0824TS466_3,29.63,0.07236495
casp11,stage_2,T0824,T0824TS499_4,25.69,0.224646289
casp11,stage_2,T0824,T0824TS381_3,20.6,0.101494209
casp11,stage_2,T0824,T0824TS414_1,20.6,0.162574985
casp11,stage_2,T0824,T0824TS184_3,27.32,0.333622587
casp11,stage_2,T0824,T0824TS008_2,21.53,0.356942608
casp11,stage_2,T0824,T0824TS479_4,26.85,0.266172186
casp11,stage_2,T0824,T0824TS466_4,30.79,0.126075647
casp11,stage_2,T0824,T0824TS410_1,25,0.183032932
casp11,stage_2,T0824,T0824TS499_2,27.08,0.328420132
casp11,stage_2,T0824,T0824TS492_5,25.46,0.319663925
casp11,stage_2,T0824,T0824TS041_2,22.22,0.118804251
casp11,stage_2,T0824,T0824TS011_1,22.22,0.418750566
casp11,stage_2,T0824,T0824TS349_1,25.23,0.217414372
casp11,stage_2,T0824,T0824TS300_3,26.16,0.122168831
casp11,stage_2,T0824,T0824TS410_5,26.39,0.297344164
casp11,stage_2,T0824,T0824TS228_1,25.46,0.366518874
casp11,stage_2,T0824,T0824TS454_5,22.45,0.176997322
casp11,stage_2,T0824,T0824TS011_3,20.83,0.214226805
casp11,stage_2,T0824,T0824TS466_1,25.46,0.133566844
casp11,stage_2,T0824,T0824TS184_2,24.54,0.256289257
casp11,stage_2,T0824,T0824TS216_1,25,0.324705383
casp11,stage_2,T0824,T0824TS268_3,24.07,0.398158632
casp11,stage_2,T0824,T0824TS184_1,28.47,0.29279603
casp11,stage_2,T0824,T0824TS263_1,27.55,0.13543504
casp11,stage_2,T0824,T0824TS492_4,22.22,0.183679109
casp11,stage_2,T0824,T0824TS008_5,21.3,0.2561572
casp11,stage_2,T0824,T0824TS050_1,25.23,0.282800795
casp11,stage_2,T0824,T0824TS420_4,22.45,0.451484364
casp11,stage_2,T0824,T0824TS335_1,20.14,0.073746625
casp11,stage_2,T0824,T0824TS335_2,20.37,0.124021018
casp11,stage_2,T0824,T0824TS349_2,25,0.163919044
casp11,stage_2,T0824,T0824TS414_5,19.91,0.118322316
casp11,stage_2,T0824,T0824TS436_4,24.54,0.305478409
casp11,stage_2,T0824,T0824TS268_5,26.39,0.344418155
casp11,stage_2,T0824,T0824TS251_2,26.16,0.102653129
casp11,stage_2,T0824,T0824TS499_3,28.7,0.174143917
casp11,stage_2,T0824,T0824TS300_1,27.55,0.088088702
casp11,stage_2,T0824,T0824TS466_2,28.47,0.155554329
casp11,stage_2,T0824,T0824TS277_1,29.4,0.403810504
casp11,stage_2,T0824,T0824TS171_3,20.83,0.101750153
casp11,stage_2,T0824,T0824TS228_4,20.6,0.272465739
casp11,stage_2,T0824,T0824TS184_4,25.23,0.275781512
casp11,stage_2,T0824,T0824TS410_2,25.23,0.224282214
casp11,stage_2,T0824,T0824TS381_5,22.45,0.171910804
casp11,stage_2,T0824,T0824TS022_3,21.07,0.077544327
casp11,stage_2,T0824,T0824TS277_5,25.46,0.465421396
casp11,stage_2,T0824,T0824TS216_4,21.99,0.360644882
casp11,stage_2,T0824,T0824TS041_5,21.3,0.246912882
casp11,stage_2,T0824,T0824TS436_5,25.23,0.274724358
casp11,stage_2,T0824,T0824TS145_4,21.99,0.376530968
casp11,stage_2,T0824,T0824TS454_2,20.37,0.202728618
casp11,stage_2,T0824,T0824TS263_3,26.16,0.117336891
casp11,stage_2,T0824,T0824TS479_3,28.7,0.337594595
casp11,stage_2,T0824,T0824TS499_5,27.08,0.287511646
casp11,stage_2,T0824,T0824TS171_2,22.92,0.157406617
casp11,stage_2,T0824,T0824TS210_2,22.45,0.147131505
casp11,stage_2,T0824,T0824TS448_5,23.84,0.416132317
casp11,stage_2,T0824,T0824TS452_3,22.68,0.173115059
casp11,stage_2,T0824,T0824TS228_2,25.69,0.399241908
casp11,stage_2,T0824,T0824TS145_3,21.07,0.15544373
casp11,stage_2,T0824,T0824TS251_1,28.93,0.24152064
casp11,stage_2,T0824,T0824TS038_2,26.39,0.321776116
casp11,stage_2,T0824,T0824TS381_2,20.6,0.134970952
casp11,stage_2,T0824,T0824TS160_2,24.77,0.298667321
casp11,stage_2,T0824,T0824TS381_1,21.07,0.079295552
casp11,stage_2,T0824,T0824TS008_4,22.68,0.3356862
casp11,stage_2,T0824,T0824TS277_2,30.09,0.468447512
casp11,stage_2,T0824,T0824TS452_2,20.6,0.123910022
casp11,stage_2,T0824,T0824TS492_3,26.39,0.198800386
casp11,stage_2,T0824,T0824TS110_3,18.29,0.13711208
casp11,stage_2,T0824,T0824TS335_4,19.68,0.119538062
casp11,stage_2,T0824,T0824TS335_5,20.83,0.228963761
casp11,stage_2,T0824,T0824TS277_3,27.55,0.221845899
casp11,stage_2,T0824,T0824TS268_1,23.15,0.388957466
casp11,stage_2,T0824,T0824TS410_3,27.55,0.135116068
casp11,stage_2,T0824,T0824TS210_1,22.68,0.139241718
casp11,stage_2,T0824,T0824TS277_4,21.3,0.16019696
casp11,stage_2,T0824,T0824TS279_1,22.92,0.114804183
casp11,stage_2,T0824,T0824TS466_5,26.85,0.193361707
casp11,stage_2,T0824,T0824TS420_1,21.53,0.356942608
casp11,stage_2,T0824,T0824TS133_1,21.53,0.138105735
casp11,stage_2,T0824,T0824TS263_5,24.31,0.093533235
casp11,stage_2,T0824,T0824TS346_1,24.77,0.072511959
casp11,stage_2,T0824,T0824TS414_4,20.37,0.042259937
casp11,stage_2,T0824,T0824TS117_1,20.6,0.204314697
casp11,stage_2,T0824,T0824TS160_5,20.83,0.150326405
casp11,stage_2,T0824,T0824TS300_5,26.85,0.09097333
casp11,stage_2,T0824,T0824TS349_5,22.68,0.183957546
casp11,stage_2,T0824,T0824TS414_2,20.14,0.150378871
casp11,stage_2,T0824,T0824TS160_4,25.46,0.263583683
casp11,stage_2,T0824,T0824TS420_2,21.76,0.339650149
casp11,stage_2,T0824,T0824TS381_4,20.14,0.160597487
casp11,stage_2,T0824,T0824TS038_3,21.99,0.375969891
casp11,stage_2,T0824,T0824TS345_2,26.16,0.280217938
casp11,stage_2,T0824,T0824TS345_3,23.38,0.354867449
casp11,stage_2,T0824,T0824TS436_1,18.75,0.120697764
casp11,stage_2,T0824,T0824TS251_5,22.92,0.047338216
casp11,stage_2,T0824,T0824TS268_2,23.15,0.334206922
casp11,stage_2,T0824,T0824TS492_2,21.07,0.220172221
casp11,stage_2,T0845,T0845TS335_4,40.2,0.374444531
casp11,stage_2,T0845,T0845TS479_3,38.03,0.506002728
casp11,stage_2,T0845,T0845TS410_4,33.63,0.285104577
casp11,stage_2,T0845,T0845TS410_3,31.1,0.240386333
casp11,stage_2,T0845,T0845TS452_5,40.96,0.411097227
casp11,stage_2,T0845,T0845TS277_3,41.02,0.503898915
casp11,stage_2,T0845,T0845TS277_4,39.55,0.429314398
casp11,stage_2,T0845,T0845TS349_4,36.91,0.1328492
casp11,stage_2,T0845,T0845TS041_3,35.86,0.301122838
casp11,stage_2,T0845,T0845TS117_1,38.67,0.294953864
casp11,stage_2,T0845,T0845TS184_1,43.43,0.51419209
casp11,stage_2,T0845,T0845TS454_2,38.5,0.38453314
casp11,stage_2,T0845,T0845TS210_5,35.33,0.232068783
casp11,stage_2,T0845,T0845TS022_2,37.62,0.273956444
casp11,stage_2,T0845,T0845TS448_3,42.49,0.255931815
casp11,stage_2,T0845,T0845TS381_1,40.55,0.39798982
casp11,stage_2,T0845,T0845TS251_4,42.43,0.322400365
casp11,stage_2,T0845,T0845TS022_4,37.32,0.282307354
casp11,stage_2,T0845,T0845TS160_1,42.84,0.435215369
casp11,stage_2,T0845,T0845TS499_3,40.32,0.416961365
casp11,stage_2,T0845,T0845TS212_1,38.38,0.353129696
casp11,stage_2,T0845,T0845TS381_3,40.67,0.370148917
casp11,stage_2,T0845,T0845TS300_3,35.39,0.321256899
casp11,stage_2,T0845,T0845TS499_4,39.61,0.428806619
casp11,stage_2,T0845,T0845TS410_5,32.8,0.23218702
casp11,stage_2,T0845,T0845TS237_3,31.75,0.183600939
casp11,stage_2,T0845,T0845TS454_4,39.44,0.329065517
casp11,stage_2,T0845,T0845TS349_5,39.97,0.29129185
casp11,stage_2,T0845,T0845TS448_2,42.55,0.255696423
casp11,stage_2,T0845,T0845TS156_4,31.87,0.348536377
casp11,stage_2,T0845,T0845TS050_1,43.31,0.473467968
casp11,stage_2,T0845,T0845TS008_3,36.33,0.220518329
casp11,stage_2,T0845,T0845TS184_5,43.55,0.481003131
casp11,stage_2,T0845,T0845TS156_5,30.93,0.308201829
casp11,stage_2,T0845,T0845TS216_2,44.19,0.516019028
casp11,stage_2,T0845,T0845TS160_4,36.91,0.299645042
casp11,stage_2,T0845,T0845TS184_4,44.13,0.484389179
casp11,stage_2,T0845,T0845TS022_1,37.27,0.295644241
casp11,stage_2,T0845,T0845TS022_5,37.56,0.272729228
casp11,stage_2,T0845,T0845TS414_1,41.26,0.414231563
casp11,stage_2,T0845,T0845TS117_3,38.56,0.331150625
casp11,stage_2,T0845,T0845TS038_5,39.73,0.516002487
casp11,stage_2,T0845,T0845TS499_1,43.66,0.547883472
casp11,stage_2,T0845,T0845TS499_2,40.9,0.492854409
casp11,stage_2,T0845,T0845TS156_3,29.99,0.385088876
casp11,stage_2,T0845,T0845TS346_1,39.03,0.431655539
casp11,stage_2,T0845,T0845TS251_3,39.67,0.412111682
casp11,stage_2,T0845,T0845TS160_2,31.1,0.370905385
casp11,stage_2,T0845,T0845TS410_2,37.44,0.36003132
casp11,stage_2,T0845,T0845TS300_4,35.15,0.289903569
casp11,stage_2,T0845,T0845TS041_5,35.91,0.301655615
casp11,stage_2,T0845,T0845TS268_4,42.43,0.38188637
casp11,stage_2,T0845,T0845TS041_2,40.96,0.371102891
casp11,stage_2,T0845,T0845TS237_4,29.17,0.210809748
casp11,stage_2,T0845,T0845TS300_5,35.21,0.271065635
casp11,stage_2,T0845,T0845TS110_1,33.45,0.244716865
casp11,stage_2,T0845,T0845TS011_3,42.37,0.432829233
casp11,stage_2,T0845,T0845TS011_1,42.72,0.59184575
casp11,stage_2,T0845,T0845TS448_4,42.25,0.247539731
casp11,stage_2,T0845,T0845TS011_4,41.96,0.428562558
casp11,stage_2,T0845,T0845TS349_1,37.5,0.284989938
casp11,stage_2,T0845,T0845TS216_3,43.25,0.564436952
casp11,stage_2,T0845,T0845TS110_5,33.92,0.172780611
casp11,stage_2,T0845,T0845TS263_5,29.64,0.174770619
casp11,stage_2,T0845,T0845TS263_3,34.57,0.138187838
casp11,stage_2,T0845,T0845TS251_2,40.14,0.450337156
casp11,stage_2,T0845,T0845TS452_3,41.49,0.44361356
casp11,stage_2,T0845,T0845TS133_1,41.26,0.353109221
casp11,stage_2,T0845,T0845TS237_5,29.64,0.26641111
casp11,stage_2,T0845,T0845TS479_2,36.21,0.552961117
casp11,stage_2,T0845,T0845TS171_2,25,0.220154135
casp11,stage_2,T0845,T0845TS381_4,40.38,0.37168191
casp11,stage_2,T0845,T0845TS228_5,29.23,0.345388818
casp11,stage_2,T0845,T0845TS268_3,42.37,0.386980018
casp11,stage_2,T0845,T0845TS381_2,40.67,0.445632152
casp11,stage_2,T0845,T0845TS335_2,41.49,0.389384119
casp11,stage_2,T0845,T0845TS454_3,38.56,0.341466782
casp11,stage_2,T0845,T0845TS410_1,38.26,0.381593619
casp11,stage_2,T0845,T0845TS216_5,43.37,0.561675261
casp11,stage_2,T0845,T0845TS228_4,29.17,0.324128055
casp11,stage_2,T0845,T0845TS420_5,39.32,0.41125445
casp11,stage_2,T0845,T0845TS268_5,42.08,0.385202282
casp11,stage_2,T0845,T0845TS492_1,27.7,0.333430397
casp11,stage_2,T0845,T0845TS184_2,44.42,0.537588004
casp11,stage_2,T0845,T0845TS277_5,43.25,0.42717479
casp11,stage_2,T0845,T0845TS492_2,28.29,0.294404726
casp11,stage_2,T0845,T0845TS479_4,36.5,0.478042807
casp11,stage_2,T0845,T0845TS216_4,43.55,0.505525156
casp11,stage_2,T0845,T0845TS251_5,31.22,0.299575567
casp11,stage_2,T0845,T0845TS414_3,40.79,0.356427979
casp11,stage_2,T0845,T0845TS156_1,32.04,0.327201136
casp11,stage_2,T0845,T0845TS420_4,38.91,0.338891716
casp11,stage_2,T0845,T0845TS452_2,40.73,0.373660413
casp11,stage_2,T0845,T0845TS420_3,40.96,0.387480496
casp11,stage_2,T0845,T0845TS420_2,42.84,0.357656094
casp11,stage_2,T0845,T0845TS251_1,39.26,0.384919088
casp11,stage_2,T0845,T0845TS349_2,35.97,0.265035117
casp11,stage_2,T0845,T0845TS008_4,40.96,0.371102891
casp11,stage_2,T0845,T0845TS414_4,41.08,0.378184169
casp11,stage_2,T0845,T0845TS263_1,34.1,0.166847964
casp11,stage_2,T0845,T0845TS210_1,35.09,0.314828138
casp11,stage_2,T0845,T0845TS268_1,42.61,0.374507298
casp11,stage_2,T0845,T0845TS117_4,38.56,0.325498677
casp11,stage_2,T0845,T0845TS335_1,41.31,0.436272703
casp11,stage_2,T0845,T0845TS300_1,35.21,0.31554953
casp11,stage_2,T0845,T0845TS041_1,39.67,0.409667381
casp11,stage_2,T0845,T0845TS335_3,41.78,0.405436914
casp11,stage_2,T0845,T0845TS492_4,24.71,0.279138242
casp11,stage_2,T0845,T0845TS479_1,38.38,0.498930749
casp11,stage_2,T0845,T0845TS268_2,42.49,0.376047151
casp11,stage_2,T0845,T0845TS492_3,24.12,0.296374043
casp11,stage_2,T0845,T0845TS420_1,41.9,0.332925968
casp11,stage_2,T0845,T0845TS237_1,29.28,0.25839644
casp11,stage_2,T0845,T0845TS008_2,42.78,0.356905915
casp11,stage_2,T0845,T0845TS448_5,42.61,0.19475699
casp11,stage_2,T0845,T0845TS156_2,31.57,0.367871015
casp11,stage_2,T0845,T0845TS349_3,35.86,0.233035839
casp11,stage_2,T0845,T0845TS133_2,41.02,0.321934111
casp11,stage_2,T0845,T0845TS277_2,40.14,0.503947077
casp11,stage_2,T0845,T0845TS038_2,39.44,0.546002272
casp11,stage_2,T0845,T0845TS038_3,40.61,0.55936584
casp11,stage_2,T0845,T0845TS171_4,25.06,0.244787423
casp11,stage_2,T0845,T0845TS008_5,38.91,0.350711985
casp11,stage_2,T0845,T0845TS300_2,35.27,0.30805827
casp11,stage_2,T0845,T0845TS335_5,41.61,0.409339292
casp11,stage_2,T0845,T0845TS454_1,36.56,0.372249405
casp11,stage_2,T0845,T0845TS279_1,40.26,0.34837558
casp11,stage_2,T0845,T0845TS414_2,41.84,0.379632973
casp11,stage_2,T0845,T0845TS436_1,43.02,0.420472289
casp11,stage_2,T0845,T0845TS038_1,43.72,0.532803531
casp11,stage_2,T0845,T0845TS216_1,44.07,0.499170913
casp11,stage_2,T0845,T0845TS499_5,41.84,0.507151789
casp11,stage_2,T0845,T0845TS110_4,33.63,0.179468102
casp11,stage_2,T0845,T0845TS008_1,41.73,0.328142638
casp11,stage_2,T0845,T0845TS041_4,35.51,0.379942988
casp11,stage_2,T0845,T0845TS277_1,43.84,0.542262495
casp11,stage_2,T0845,T0845TS492_5,24.35,0.263415232
casp11,stage_2,T0845,T0845TS452_1,39.91,0.39388498
casp11,stage_2,T0845,T0845TS038_4,39.67,0.524566416
casp11,stage_2,T0845,T0845TS022_3,36.5,0.272459227
casp11,stage_2,T0845,T0845TS452_4,40.73,0.357409089
casp11,stage_2,T0845,T0845TS110_2,33.8,0.248050281
casp11,stage_2,T0845,T0845TS263_2,37.97,0.227391422
casp11,stage_2,T0845,T0845TS414_5,40.43,0.42250642
casp11,stage_2,T0845,T0845TS448_1,42.43,0.232335432
casp11,stage_2,T0845,T0845TS237_2,28.52,0.212774543
casp11,stage_2,T0845,T0845TS184_3,43.43,0.506847854
casp11,stage_2,T0845,T0845TS110_3,34.27,0.216898434
casp11,stage_2,T0845,T0845TS381_5,41.31,0.407965637
casp11,stage_2,T0845,T0845TS160_5,27.88,0.217023604
casp11,stage_2,T0821,T0821TS479_1,66.57,0.775863908
casp11,stage_2,T0821,T0821TS038_3,50.69,0.776063512
casp11,stage_2,T0821,T0821TS454_4,50.39,0.715156957
casp11,stage_2,T0821,T0821TS237_3,60.59,0.694393179
casp11,stage_2,T0821,T0821TS349_5,57.45,0.710415336
casp11,stage_2,T0821,T0821TS145_4,40.88,0.640444149
casp11,stage_2,T0821,T0821TS038_1,60.1,0.739735873
casp11,stage_2,T0821,T0821TS156_5,51.27,0.636124315
casp11,stage_2,T0821,T0821TS492_1,58.53,0.635546214
casp11,stage_2,T0821,T0821TS499_5,40.39,0.74207003
casp11,stage_2,T0821,T0821TS210_4,41.08,0.655433062
casp11,stage_2,T0821,T0821TS117_3,55.49,0.703818814
casp11,stage_2,T0821,T0821TS216_3,70,0.848611779
casp11,stage_2,T0821,T0821TS145_5,35,0.463661551
casp11,stage_2,T0821,T0821TS050_1,35.78,0.63262624
casp11,stage_2,T0821,T0821TS216_1,52.74,0.823069158
casp11,stage_2,T0821,T0821TS346_1,53.63,0.658470748
casp11,stage_2,T0821,T0821TS414_3,49.61,0.759732179
casp11,stage_2,T0821,T0821TS479_3,55.49,0.779151069
casp11,stage_2,T0821,T0821TS448_5,58.33,0.644618626
casp11,stage_2,T0821,T0821TS160_4,38.92,0.57776498
casp11,stage_2,T0821,T0821TS335_5,45.39,0.735019697
casp11,stage_2,T0821,T0821TS022_2,39.61,0.588153721
casp11,stage_2,T0821,T0821TS381_5,42.94,0.745957687
casp11,stage_2,T0821,T0821TS216_2,64.71,0.848933894
casp11,stage_2,T0821,T0821TS268_4,53.14,0.770562856
casp11,stage_2,T0821,T0821TS184_4,66.37,0.854071956
casp11,stage_2,T0821,T0821TS448_4,58.23,0.68678174
casp11,stage_2,T0821,T0821TS263_3,60.49,0.760254871
casp11,stage_2,T0821,T0821TS381_4,47.26,0.706435349
casp11,stage_2,T0821,T0821TS448_3,58.43,0.673957378
casp11,stage_2,T0821,T0821TS300_1,39.31,0.616258514
casp11,stage_2,T0821,T0821TS216_5,50.78,0.739474024
casp11,stage_2,T0821,T0821TS381_1,42.94,0.746368292
casp11,stage_2,T0821,T0821TS160_2,38.82,0.648758923
casp11,stage_2,T0821,T0821TS420_4,59.12,0.773983205
casp11,stage_2,T0821,T0821TS277_2,36.67,0.627123408
casp11,stage_2,T0821,T0821TS414_2,55.29,0.761641512
casp11,stage_2,T0821,T0821TS022_5,39.22,0.516234634
casp11,stage_2,T0821,T0821TS479_4,59.02,0.742385185
casp11,stage_2,T0821,T0821TS452_1,44.61,0.748872552
casp11,stage_2,T0821,T0821TS349_4,60.98,0.706993203
casp11,stage_2,T0821,T0821TS300_4,39.12,0.646487893
casp11,stage_2,T0821,T0821TS420_1,58.63,0.749678136
casp11,stage_2,T0821,T0821TS171_4,40.29,0.464996045
casp11,stage_2,T0821,T0821TS212_1,50.29,0.629414021
casp11,stage_2,T0821,T0821TS381_3,42.74,0.729529389
casp11,stage_2,T0821,T0821TS277_3,41.27,0.735141844
casp11,stage_2,T0821,T0821TS184_5,66.96,0.850422723
casp11,stage_2,T0821,T0821TS335_3,62.06,0.791101083
casp11,stage_2,T0821,T0821TS041_1,55.69,0.678108867
casp11,stage_2,T0821,T0821TS436_3,44.02,0.417585401
casp11,stage_2,T0821,T0821TS193_3,65.39,0.71965409
casp11,stage_2,T0821,T0821TS145_1,50.98,0.709229203
casp11,stage_2,T0821,T0821TS479_5,66.28,0.763402008
casp11,stage_2,T0821,T0821TS454_3,38.43,0.644048044
casp11,stage_2,T0821,T0821TS492_4,39.51,0.73789334
casp11,stage_2,T0821,T0821TS448_2,59.02,0.655152132
casp11,stage_2,T0821,T0821TS251_1,59.8,0.666163059
casp11,stage_2,T0821,T0821TS228_3,65.98,0.809779852
casp11,stage_2,T0821,T0821TS156_1,59.22,0.730930167
casp11,stage_2,T0821,T0821TS414_1,43.92,0.736279799
casp11,stage_2,T0821,T0821TS022_3,39.41,0.617090362
casp11,stage_2,T0821,T0821TS038_5,44.02,0.691713396
casp11,stage_2,T0821,T0821TS008_4,58.82,0.694347816
casp11,stage_2,T0821,T0821TS300_2,39.51,0.621428678
casp11,stage_2,T0821,T0821TS117_1,55.98,0.685082475
casp11,stage_2,T0821,T0821TS228_2,63.73,0.799918897
casp11,stage_2,T0821,T0821TS492_2,52.06,0.657727157
casp11,stage_2,T0821,T0821TS277_1,66.18,0.827427429
casp11,stage_2,T0821,T0821TS041_2,42.35,0.279190497
casp11,stage_2,T0821,T0821TS300_3,39.41,0.662570112
casp11,stage_2,T0821,T0821TS420_2,57.26,0.778953601
casp11,stage_2,T0821,T0821TS381_2,38.82,0.744037022
casp11,stage_2,T0821,T0821TS041_3,45.59,0.289367647
casp11,stage_2,T0821,T0821TS268_1,53.63,0.80026718
casp11,stage_2,T0821,T0821TS452_3,46.86,0.743670213
casp11,stage_2,T0821,T0821TS454_1,66.67,0.694139369
casp11,stage_2,T0821,T0821TS117_4,56.27,0.695553707
casp11,stage_2,T0821,T0821TS335_2,44.61,0.723211762
casp11,stage_2,T0821,T0821TS008_3,59.31,0.747906116
casp11,stage_2,T0821,T0821TS448_1,59.22,0.689495399
casp11,stage_2,T0821,T0821TS251_2,60,0.795645255
casp11,stage_2,T0821,T0821TS414_5,46.96,0.714935515
casp11,stage_2,T0821,T0821TS454_2,52.16,0.708125668
casp11,stage_2,T0821,T0821TS410_1,59.51,0.738700111
casp11,stage_2,T0821,T0821TS349_1,58.53,0.717104822
casp11,stage_2,T0821,T0821TS268_5,54.51,0.760763612
casp11,stage_2,T0821,T0821TS022_4,39.8,0.55859916
casp11,stage_2,T0821,T0821TS133_1,55.2,0.735960496
casp11,stage_2,T0821,T0821TS492_3,47.06,0.555981692
casp11,stage_2,T0821,T0821TS228_1,49.71,0.750390528
casp11,stage_2,T0821,T0821TS193_1,37.16,0.592594141
casp11,stage_2,T0821,T0821TS171_1,49.71,0.516793067
casp11,stage_2,T0821,T0821TS193_5,43.63,0.487607006
casp11,stage_2,T0821,T0821TS268_2,54.8,0.784829203
casp11,stage_2,T0821,T0821TS041_5,47.74,0.641478266
casp11,stage_2,T0821,T0821TS160_5,38.73,0.533918742
casp11,stage_2,T0821,T0821TS171_3,49.22,0.50272244
casp11,stage_2,T0821,T0821TS171_2,51.77,0.384819641
casp11,stage_2,T0821,T0821TS335_4,53.63,0.730487022
casp11,stage_2,T0821,T0821TS171_5,59.61,0.603768053
casp11,stage_2,T0821,T0821TS492_5,42.94,0.743992055
casp11,stage_2,T0821,T0821TS237_2,55.1,0.675348912
casp11,stage_2,T0821,T0821TS277_4,40.1,0.759432428
casp11,stage_2,T0821,T0821TS263_1,35.78,0.436553692
casp11,stage_2,T0821,T0821TS160_3,41.37,0.570375838
casp11,stage_2,T0821,T0821TS300_5,39.31,0.603215162
casp11,stage_2,T0821,T0821TS499_3,36.77,0.629534924
casp11,stage_2,T0821,T0821TS008_1,57.45,0.721933352
casp11,stage_2,T0821,T0821TS263_5,52.16,0.60966113
casp11,stage_2,T0821,T0821TS038_2,50.2,0.637817869
casp11,stage_2,T0821,T0821TS452_5,47.35,0.702085105
casp11,stage_2,T0821,T0821TS193_2,39.31,0.676793857
casp11,stage_2,T0821,T0821TS263_2,38.73,0.497519438
casp11,stage_2,T0821,T0821TS414_4,52.74,0.775302012
casp11,stage_2,T0821,T0821TS279_1,50.98,0.762552652
casp11,stage_2,T0821,T0821TS251_4,62.84,0.786639213
casp11,stage_2,T0821,T0821TS228_4,48.92,0.652381609
casp11,stage_2,T0821,T0821TS349_2,56.67,0.714253439
casp11,stage_2,T0821,T0821TS268_3,55.29,0.804114841
casp11,stage_2,T0821,T0821TS210_5,39.71,0.522631455
casp11,stage_2,T0821,T0821TS452_4,62.06,0.78710745
casp11,stage_2,T0821,T0821TS228_5,42.84,0.753252165
casp11,stage_2,T0821,T0821TS454_5,40.88,0.681739029
casp11,stage_2,T0821,T0821TS184_1,65.1,0.821048756
casp11,stage_2,T0821,T0821TS008_5,58.53,0.742540605
casp11,stage_2,T0821,T0821TS041_4,66.57,0.729292795
casp11,stage_2,T0821,T0821TS210_2,59.61,0.731934865
casp11,stage_2,T0821,T0821TS145_2,39.41,0.599334179
casp11,stage_2,T0821,T0821TS251_3,51.67,0.721559857
casp11,stage_2,T0821,T0821TS479_2,59.51,0.76495802
casp11,stage_2,T0821,T0821TS237_1,55.59,0.729318895
casp11,stage_2,T0821,T0821TS184_3,65,0.801479288
casp11,stage_2,T0821,T0821TS452_2,51.67,0.716339185
casp11,stage_2,T0821,T0821TS160_1,49.9,0.611513978
casp11,stage_2,T0821,T0821TS210_1,62.55,0.783709837
casp11,stage_2,T0821,T0821TS349_3,58.14,0.721878085
casp11,stage_2,T0821,T0821TS335_1,46.67,0.724815681
casp11,stage_2,T0821,T0821TS206_1,39.12,0.231093461
casp11,stage_2,T0821,T0821TS038_4,60.39,0.736617633
casp11,stage_2,T0821,T0821TS420_3,57.65,0.761639707
casp11,stage_2,T0821,T0821TS216_4,49.8,0.748834266
casp11,stage_2,T0821,T0821TS193_4,37.84,0.642159532
casp11,stage_2,T0821,T0821TS156_4,65.59,0.705089438
casp11,stage_2,T0821,T0821TS263_4,37.74,0.658177274
casp11,stage_2,T0821,T0821TS499_4,40.69,0.69872954
casp11,stage_2,T0821,T0821TS251_5,62.84,0.808495827
casp11,stage_2,T0821,T0821TS499_1,67.84,0.840798005
casp11,stage_2,T0821,T0821TS420_5,57.45,0.780783557
casp11,stage_2,T0761,T0761TS381_4,12.85,0.163584399
casp11,stage_2,T0761,T0761TS436_2,11.56,0.120891454
casp11,stage_2,T0761,T0761TS479_1,14.02,0.111076573
casp11,stage_2,T0761,T0761TS145_4,14.72,0.046651186
casp11,stage_2,T0761,T0761TS263_5,14.25,0.143829004
casp11,stage_2,T0761,T0761TS381_5,12.85,0.173506265
casp11,stage_2,T0761,T0761TS251_2,14.25,0.071895171
casp11,stage_2,T0761,T0761TS448_3,10.98,0.059820297
casp11,stage_2,T0761,T0761TS410_2,9.81,0.123695823
casp11,stage_2,T0761,T0761TS349_4,13.9,0.052092123
casp11,stage_2,T0761,T0761TS171_2_1,3.97,0.057254555
casp11,stage_2,T0761,T0761TS171_4_2,13.2,0.100241115
casp11,stage_2,T0761,T0761TS335_4,12.85,0.171450065
casp11,stage_2,T0761,T0761TS184_1,14.02,0.315312644
casp11,stage_2,T0761,T0761TS346_1,12.5,0.078378006
casp11,stage_2,T0761,T0761TS228_5,14.49,0.173244575
casp11,stage_2,T0761,T0761TS011_3,14.72,0.153323139
casp11,stage_2,T0761,T0761TS145_2,13.67,0.068696976
casp11,stage_2,T0761,T0761TS345_3,13.44,0.087112615
casp11,stage_2,T0761,T0761TS448_4,10.98,0.078656707
casp11,stage_2,T0761,T0761TS414_3,13.2,0.166456774
casp11,stage_2,T0761,T0761TS171_4_1,3.97,0.057254555
